,ID_tassonomia_1,ID_tassonomia_2,Frequenza,titoli_1_list,titoli_2_list
375,65,9,1,['eventi family friendly'],['eventi family friendly']
368,64,109,1,['centro il pettirosso'],['centro il pettirosso']
429,69,67,1,['c la scuola civica di musica'],['scuola civica di musica']
431,70,1,1,['incarico per inserimento nel portale il trentino dei bambini delle iniziative promosse dal comune'],['incarico per inserimento nel portale il trentino dei bambini delle iniziative promosse dal comune']
364,64,70,1,['casa per ferie arlecchino'],['casa per ferie arlecchino']
438,70,120,1,['a turismo a misura di famiglia'],['a turismo a misura di famiglia']
482,90,51,1,['sportello caritas'],['sportello caritas']
481,90,46,1,['guida informativa per gli anziani'],['guida informativa per gli anziani']
477,89,57,1,['serate informative sul tema della sicurezza'],['serate sul tema della sicurezza']
472,89,29,1,['un comune aperto'],['un comune aperto']
470,84,86,1,['facilitazioni reti familiari'],['facilitazioni reti familiari']
469,82,121,1,['area servizi alla persona e alla famiglia sostegno alla disabilit'],['area servizi alla persona e alla famiglia servizio adozioni']
464,82,46,1,['progetto dementia friendly comunit della valle dei laghi'],['progetto dementia friendly comunita della valle dei laghi']
463,81,132,1,['azioni per la disabilit'],['azioni per la disabilit']
461,75,116,1,['area cultura sport e qualit della vita'],['area cultura sport e qualit della vita']
460,75,110,1,['family school'],['family school']
459,75,90,1,['iniziative per giovani adulti anziani progetto inter generazionale'],['iniziative per giovani adulti anziani progetto anziani invernale']
456,75,65,1,['servizi alle famiglie universita della terza eta'],['servizi alle famiglie universit della terza et e circolo anziani']
452,73,113,1,['restate splash'],['restate splasch']
451,73,89,1,['adesione ai servizi sovracomunali sport ed educazione'],['adesione ai servizi sovracomunali dipende da noi']
447,73,65,1,['promozione e organizzazione di eventi sportivi'],['promozione e organizzazione di eventi ludici']
445,73,58,1,['attivit e iniziative che favoriscano l autonomia la responsabilit la creativit e lo sviluppo di abilit psicomotorie'],['attivit e iniziative che favoriscano l autonomia la responsabilit la creativit e lo sviluppo di abilit psicomotorie']
442,73,1,1,['sistema premiante nel regolamento per organizzazioni family'],['sistema premiante nel regolamento per organizzazioni family']
366,64,90,1,['servizi rivolti ai giovani'],['servizi rivolti agli anziani']
360,64,58,1,['progetto giovani educatori'],['progetto giovani educatori']
274,54,108,1,['sostegno alla famiglia nella fruizione di servizi alla prima infanzia sostegno funzioni educative'],['sostegno alla famiglia nella fruizione di servizi alla prima infanzia']
325,58,82,1,['talea'],['talea']
321,58,68,1,['adesione ai servizi sovracomunali percorso formativo e informativo sullalternanza scuola lavoro'],['adesione ai servizi sovracomunali percorso formativo e informativo sul valore educativo della musica']
320,58,66,1,['interventi a sostegno dell occupazione'],['interventi a sostegno dell occupazione']
319,58,65,1,['c'],['c']
313,57,135,1,['sviluppo politiche sportive'],['sviluppo politiche sportive']
311,57,121,1,['area servizi alla persona e alla famiglia perugia accessibile'],['area servizi alla persona e alla famiglia servizio adozioni']
309,57,103,1,['progetto di gestione del gambero della luisiana presente presso il lago di lagolo'],['progetto di gestione del gambero della luisiana presente presso lago di lagolo']
308,57,75,1,['iniziativa nonno a vigile'],['iniziativa visita i nonni']
306,57,55,1,['a azioni su salute e sport'],['a azioni su salute e sport']
303,56,135,1,['ambiente e qualit della vita unesco'],['ambiente e qualit della vita sentieri family']
300,56,113,1,['fondazione museo civico'],['fondazione museo civico']
295,56,69,1,['corso di sartoria e riparazione'],['corso riparazione abiti e sartoria']
291,56,58,1,['progetti di recupero ambientale'],['progetti di recupero ambientale']
290,56,55,1,['i gioved della salute'],['gioved della salute']
289,56,52,1,['educazione ambientale'],['educazione digitale']
286,56,9,1,['collaborazione con distretto dell economia solidale'],['collaborazione con il distretto famiglia']
284,55,89,1,['prevenzione e benessere'],['prevenzione e benessere']
281,55,63,1,['incontri rivolti a genitori ed educatori programmati in collaborazione con la scuola secondaria di primo grado'],['incontri rivolti a genitori ed educatori in collaborazione con la scuola secondaria di primo grado']
322,58,70,1,['iniziative per giovani adulti anziani azione'],['iniziative per giovani adulti anziani associazioni giovanili']
327,58,92,1,['centro giovani kairos e volontariato'],['centro giovani kairos e volontariato']
359,64,55,1,['spazio giovani'],['spazio gioco']
328,58,110,1,['area servizi alla persona e alla famgilia sal'],['area servizi alla persona e alla famiglia anziani']
358,64,51,1,['compartecipazione agli interventi di promozione sociale famiglia'],['compartecipazione ai progetti di promozione sociale disabilit']
357,64,28,1,['servizi per i giovani'],['agevolazioni per i servizi']
355,64,23,1,['riapertura punto di aggregazione'],['riapertura di un punto di aggregazione']
354,64,11,1,['progetto giovani val di sole'],['piano giovani alta val di sole']
353,64,3,1,['sostegno all aggregazione giovanile'],['sostegno all aggregazione giovanile']
351,63,196,1,['sostegno a progetti per attivit parascolastiche formative delle scuole'],['sostegno a progetti per attivit parascolastiche formative delle scuole']
349,63,64,1,['tavolo giovani'],['tavolo giovani']
348,63,62,1,['comitato o consulta dei giovani'],['comitato o consulta dei giovani']
347,63,54,1,['attivit partecipative'],['attivit partecipative']
346,63,11,1,['piano giovani di zona'],['piano giovani di zona']
341,62,75,1,['progetto aiesec il mondo in casa'],['progetto aiesec il mondo in casa']
337,62,56,1,['giornata ecologica'],['giornate ecologiche']
336,62,54,1,['interventi e servizi di carattere didattico educativo e formativo iniziative volte a sostenere l impegno civico'],['interventi e servizi di carattere didattico educativo e formativo iniziative volte alla tutela delle donne']
334,62,23,1,['iniziative per favorire l integrazione delle famiglie straniere'],['iniziative per favorire l integrazione delle famiglie straniere']
331,58,131,1,['intervento per verde pubblico'],['intervento d per verde pubblico']
330,58,127,1,['progetti di integrazione e sostegno ai tempi familiari'],['progetti di integrazione e sostegno ai tempi famigliari']
1,1,4,1,['b certificazione family comparto ricettivo'],['certificazione family comparto ricettivo']
657,196,131,1,['spazi gioco'],['spazi gioco']
